nama_provinsi,kode_provinsi,kode_kecamatan,nama_kecamatan,kode_kabupatenkota,nama_kabupatenkota,jumlah_penduduk,total,density,level_kerawanan
SUMATERA UTARA,12,120517,Sei Lepan,12.05,KAB. LANGKAT,50287,3,5.9657565573607494E-05,0
SUMATERA UTARA,12,122001,Dolok Sigompulon,12.20,KAB. PADANG LAWAS UTARA,16773,1,5.961962678113635E-05,0
LAMPUNG,18,180311,Abung Tengah,18.03,KAB. LAMPUNG UTARA,16792,1,5.955216769890424E-05,0
BENGKULU,17,170701,Lebong Utara,17.07,KAB. LEBONG,16807,1,5.9499018266198606E-05,0
SUMATERA BARAT,13,131102,Sungai Pagu,13.11,KAB. SOLOK SELATAN,33647,2,5.9440663357803075E-05,0
SUMATERA UTARA,12,120102,Sorkam,12.01,KAB. TAPANULI TENGAH,16824,1,5.943889681407513E-05,0
LAMPUNG,18,180518,Rawa Jitu Timur,18.05,KAB. TULANG BAWANG,16855,1,5.932957579353308E-05,0
KALIMANTAN TENGAH,62,620404,Dusun Utara,62.04,KAB. BARITO SELATAN,16875,1,5.925925925925926E-05,0
MALUKU UTARA,82,820406,Obi,82.04,KAB. HALMAHERA SELATAN,16881,1,5.9238196789289736E-05,0
JAWA BARAT,32,320538,Bl. Limbangan,32.05,KAB. GARUT,67553,4,5.9212766272408334E-05,0
JAWA BARAT,32,320620,Cineam,32.06,KAB. TASIKMALAYA,33831,2,5.911737755313174E-05,0
SULAWESI UTARA,71,717304,Tomohon Barat,71.73,KOTA TOMOHON,16916,1,5.911563017261764E-05,0
SUMATERA UTARA,12,121605,Lintong Nihuta,12.16,KAB. HUMBANG HASUNDUTAN,33877,2,5.903710482037961E-05,0
JAWA BARAT,32,320602,Karangnunggal,32.06,KAB. TASIKMALAYA,84807,5,5.895739738464985E-05,0
BENGKULU,17,170514,Ilir Talo,17.05,KAB. SELUMA,16967,1,5.893793835091649E-05,0
LAMPUNG,18,180711,Marga Tiga,18.07,KAB. LAMPUNG TIMUR,50948,3,5.8883567559079844E-05,0
PAPUA BARAT,92,921101,Ransiki,92.11,KAB. MANOKWARI SELATAN,16999,1,5.882698982293076E-05,0
GORONTALO,75,750201,Paguyaman,75.02,KAB. BOALEMO,33999,2,5.882525956645784E-05,0
SULAWESI SELATAN,73,731829,Makale Selatan,73.18,KAB. TANA TORAJA,17017,1,5.876476464711759E-05,0
KEPULAUAN BANGKA BELITUNG,19,190504,Kelapa,19.05,KAB. BANGKA BARAT,34056,2,5.872680291284943E-05,0
JAWA BARAT,32,321805,Langkaplancar,32.18,KAB. PANGANDARAN,51259,3,5.8526307575255075E-05,0
JAWA BARAT,32,320615,Puspahiang,32.06,KAB. TASIKMALAYA,34298,2,5.831243804303458E-05,0
BENGKULU,17,170804,Kepahiang,17.08,KAB. KEPAHIANG,51464,3,5.829317581221825E-05,0
JAWA BARAT,32,320617,Sukaraja,32.06,KAB. TASIKMALAYA,51534,3,5.821399464431249E-05,0
NUSA TENGGARA TIMUR,53,531101,Kota Waingapu,53.11,KAB. SUMBA TIMUR,34384,2,5.816658911121452E-05,0
SUMATERA UTARA,12,122106,Ulu Barumun,12.21,KAB. PADANG LAWAS,17199,1,5.8142915285772426E-05,0
JAWA BARAT,32,320706,Cihaurbeuti,32.07,KAB. CIAMIS,51673,3,5.805739941555551E-05,0
SULAWESI TENGAH,72,720704,Tinangkung,72.07,KAB. BANGGAI KEPULAUAN,17238,1,5.8011370228564796E-05,0
JAWA TIMUR,35,351121,Taman Krocok,35.11,KAB. BONDOWOSO,17238,1,5.8011370228564796E-05,0
LAMPUNG,18,180312,Abung Tinggi,18.03,KAB. LAMPUNG UTARA,17259,1,5.7940784518222376E-05,0
NUSA TENGGARA BARAT,52,520420,Buer,52.04,KAB. SUMBAWA,17260,1,5.793742757821553E-05,0
SUMATERA BARAT,13,130817,Padang Gelugur,13.08,KAB. PASAMAN,34542,2,5.790052689479474E-05,0
JAWA TENGAH,33,330917,Kemusu,33.09,KAB. BOYOLALI,34640,2,5.7736720554272516E-05,0
SUMATERA SELATAN,16,161302,Rawas Ulu,16.13,KAB. MUSI RAWAS UTARA,34669,2,5.7688424817560355E-05,0
JAWA BARAT,32,320205,Cisolok,32.02,KAB. SUKABUMI,69362,4,5.766846400046135E-05,0
KALIMANTAN BARAT,61,610403,Manis Mata,61.04,KAB. KETAPANG,34749,2,5.755561311116867E-05,0
JAWA BARAT,32,321025,Sindang,32.10,KAB. MAJALENGKA,17384,1,5.752416014726185E-05,0
SULAWESI UTARA,71,710703,Belang,71.07,KAB. MINAHASA TENGGARA,17385,1,5.7520851308599364E-05,0
JAWA TENGAH,33,330101,Kedungreja,33.01,KAB. CILACAP,86929,5,5.751820451172796E-05,0
SULAWESI TENGGARA,74,741101,Tirawuta,74.11,KAB. KOLAKA TIMUR,17437,1,5.734931467568963E-05,0
GORONTALO,75,750124,Dungaliyo,75.01,KAB. GORONTALO,17463,1,5.7263929450838916E-05,0
JAWA TIMUR,35,350926,Mayang,35.09,KAB. JEMBER,52408,3,5.724316898183483E-05,0
RIAU,14,140401,Reteh,14.04,KAB. INDRAGIRI HILIR,34970,2,5.7191878753217045E-05,0
NUSA TENGGARA TIMUR,53,530803,Ende,53.08,KAB. ENDE,17493,1,5.7165723432230034E-05,0
SUMATERA UTARA,12,120302,Batang Toru,12.03,KAB. TAPANULI SELATAN,35004,2,5.713632727688264E-05,0
KALIMANTAN SELATAN,63,631004,Satui,63.10,KAB. TANAH BUMBU,52537,3,5.71026133962731E-05,0
KALIMANTAN BARAT,61,610709,Teriak,61.07,KAB. BENGKAYANG,17540,1,5.701254275940707E-05,0
SUMATERA UTARA,12,120504,Sei Bingei,12.05,KAB. LANGKAT,52625,3,5.7007125890736344E-05,0
JAMBI,15,150102,Danau Kerinci,15.01,KAB. KERINCI,17542,1,5.7006042640519895E-05,0
BANTEN,36,360221,Wanasalam,36.02,KAB. LEBAK,52717,3,5.6907638902061955E-05,0
SULAWESI BARAT,76,760208,Sampaga,76.02,KAB. MAMUJU,17603,1,5.6808498551383284E-05,0
BENGKULU,17,170605,Ipuh,17.06,KAB. MUKO MUKO,17603,1,5.6808498551383284E-05,0
RIAU,14,140118,Kampar Utara,14.01,KAB. KAMPAR,17617,1,5.6763353578929446E-05,0
BANTEN,36,360422,Baros,36.04,KAB. SERANG,52958,3,5.664866497979531E-05,0
NUSA TENGGARA BARAT,52,520603,Woha,52.06,KAB. BIMA,53030,3,5.6571751838581936E-05,0
SULAWESI TENGAH,72,720218,Poso Pesisir Utara,72.02,KAB. POSO,17682,1,5.6554688383667005E-05,0
LAMPUNG,18,180911,Way Ratai,18.09,KAB. PESAWARAN,35385,2,5.652112477038293E-05,0
NUSA TENGGARA TIMUR,53,530413,Raimanuk,53.04,KAB. BELU,17704,1,5.648441030275644E-05,0
SUMATERA UTARA,12,120101,Barus,12.01,KAB. TAPANULI TENGAH,17705,1,5.648121999435188E-05,0
NUSA TENGGARA TIMUR,53,530124,Taebenu,53.01,KAB. KUPANG,17709,1,5.646846236376983E-05,0
SULAWESI UTARA,71,711101,Bolaang Uki,71.11,KAB. BOLAANG MONGONDOW SELATAN,17728,1,5.640794223826715E-05,0
ACEH,11,110306,Nurussalam,11.03,KAB. ACEH TIMUR,17744,1,5.63570784490532E-05,0
NUSA TENGGARA TIMUR,53,531108,Umalulu,53.11,KAB. SUMBA TIMUR,17762,1,5.629996622002027E-05,0
SULAWESI TENGAH,72,720906,Ulubongka,72.09,KAB. TOJO UNA UNA,17782,1,5.623664379709819E-05,0
JAWA TIMUR,35,350302,Munjungan,35.03,KAB. TRENGGALEK,53445,3,5.613247263541959E-05,0
JAWA BARAT,32,320314,Sukanagara,32.03,KAB. CIANJUR,53461,3,5.6115673107498925E-05,0
KALIMANTAN TIMUR,64,647207,Sambutan,64.72,KOTA SAMARINDA,53463,3,5.611357387352E-05,0
ACEH,11,111105,Peusangan,11.11,KAB. BIREUEN,53488,3,5.60873466945857E-05,0
LAMPUNG,18,180420,Pagar Dewa,18.04,KAB. LAMPUNG BARAT,17833,1,5.607581450120563E-05,0
SULAWESI SELATAN,73,731608,Curio,73.16,KAB. ENREKANG,17842,1,5.60475283040018E-05,0
JAMBI,15,150804,Jujuhan,15.08,KAB. BUNGO,17851,1,5.601927062909641E-05,0
SULAWESI SELATAN,73,730801,Bontocani,73.08,KAB. BONE,17861,1,5.598790661217177E-05,0
SULAWESI UTARA,71,710901,Siau Timur,71.09,KAB. KEP. SIAU TAGULANDANG BIARO,17868,1,5.596597268860533E-05,0
NUSA TENGGARA BARAT,52,520310,Sambelia,52.03,KAB. LOMBOK TIMUR,35786,2,5.588777734309507E-05,0
SULAWESI SELATAN,73,731003,Liukang Tupabbiring,73.10,KAB. PANGKAJENE KEPULAUAN,17902,1,5.585968048262764E-05,0
LAMPUNG,18,181004,Pardasuka,18.10,KAB. PRINGSEWU,35811,2,5.5848761553712546E-05,0
BANTEN,36,360219,Cibeber,36.02,KAB. LEBAK,53768,3,5.579526856122601E-05,0
SUMATERA UTARA,12,127402,Tanjung Balai Utara,12.74,KOTA TANJUNG BALAI,17933,1,5.576311827357386E-05,0
BANTEN,36,360202,Panggarangan,36.02,KAB. LEBAK,35877,2,5.574602112774201E-05,0
LAMPUNG,18,187119,Telukbetung Timur,18.71,KOTA BANDAR LAMPUNG,53833,3,5.572789924395817E-05,0
RIAU,14,140414,Kemuning,14.04,KAB. INDRAGIRI HILIR,35893,2,5.572117125901986E-05,0
BANTEN,36,360217,Cikulur,36.02,KAB. LEBAK,53904,3,5.565449688334817E-05,0
NUSA TENGGARA TIMUR,53,531809,Kota Tambolaka,53.18,KAB. SUMBA BARAT DAYA,36005,2,5.5547840577697544E-05,0
SULAWESI UTARA,71,710109,Dumoga Barat,71.01,KAB. BOLAANG MONGONDOW,18013,1,5.551546105590407E-05,0
JAWA BARAT,32,320608,Bantarkalong,32.06,KAB. TASIKMALAYA,36097,2,5.5406266448735354E-05,0
LAMPUNG,18,180212,Seputih Surabaya,18.02,KAB. LAMPUNG TENGAH,54147,3,5.5404731564075574E-05,0
JAWA TENGAH,33,330816,Pakis,33.08,KAB. MAGELANG,54159,3,5.5392455547554426E-05,0
JAMBI,15,150906,VII Koto,15.09,KAB. TEBO,18058,1,5.537711817477018E-05,0
KALIMANTAN SELATAN,63,630108,Tambang Ulang,63.01,KAB. TANAH LAUT,18079,1,5.531279384921732E-05,0
NUSA TENGGARA TIMUR,53,530612,Witihama,53.06,KAB. FLORES TIMUR,18100,1,5.524861878453039E-05,0
LAMPUNG,18,180210,Seputih Banyak,18.02,KAB. LAMPUNG TENGAH,54372,3,5.517545795630104E-05,0
KALIMANTAN TIMUR,64,640201,Muara Muntai,64.02,KAB. KUTAI KARTANEGARA,18165,1,5.5050922102945225E-05,0
SUMATERA UTARA,12,120826,Dolok Silau,12.08,KAB. SIMALUNGUN,18170,1,5.50357732526142E-05,0
JAWA BARAT,32,320202,Simpenan,32.02,KAB. SUKABUMI,54533,3,5.501256120147434E-05,0
BANTEN,36,360102,Cimanggu,36.01,KAB. PANDEGLANG,36380,2,5.497526113249038E-05,0
NUSA TENGGARA TIMUR,53,530107,Sulamu,53.01,KAB. KUPANG,18211,1,5.491186645434078E-05,0
NUSA TENGGARA BARAT,52,520502,Kempo,52.05,KAB. DOMPU,18218,1,5.4890767372927874E-05,0
JAWA TIMUR,35,352809,Pakong,35.28,KAB. PAMEKASAN,36447,2,5.4874200894449476E-05,0
NUSA TENGGARA BARAT,52,527202,RasanaE Timur,52.72,KOTA BIMA,18225,1,5.486968449931413E-05,0
NUSA TENGGARA BARAT,52,520307,Selong,52.03,KAB. LOMBOK TIMUR,91146,5,5.48570425471222E-05,0
KALIMANTAN BARAT,61,610417,Muara Pawan,61.04,KAB. KETAPANG,18294,1,5.466273095003826E-05,0
KALIMANTAN SELATAN,63,630413,Mekarsari,63.04,KAB. BARITO KUALA,18308,1,5.462093074065982E-05,0
KALIMANTAN TENGAH,62,620704,Hanau,62.07,KAB. SERUYAN,18321,1,5.458217346214726E-05,0
JAWA BARAT,32,320244,Cidadap,32.02,KAB. SUKABUMI,18340,1,5.452562704471101E-05,0
SUMATERA UTARA,12,120214,Garoga,12.02,KAB. TAPANULI UTARA,18358,1,5.447216472382613E-05,0
KALIMANTAN SELATAN,63,630807,Banjang,63.08,KAB. HULU SUNGAI UTARA,18448,1,5.420641803989592E-05,0
NUSA TENGGARA BARAT,52,520206,Praya Timur,52.02,KAB. LOMBOK TENGAH,73876,4,5.4144783150143485E-05,0
KEPULAUAN BANGKA BELITUNG,19,190106,Bakam,19.01,KAB. BANGKA,18473,1,5.413305905916743E-05,0
KALIMANTAN TENGAH,62,620405,Gn. Bintang Awai,62.04,KAB. BARITO SELATAN,18493,1,5.407451468123074E-05,0
JAWA TIMUR,35,351311,Kotaanyar,35.13,KAB. PROBOLINGGO,37019,2,5.402631081336611E-05,0
SULAWESI BARAT,76,760403,Wonomulyo,76.04,KAB. POLEWALI MANDAR,55555,3,5.4000540005400054E-05,0
JAWA BARAT,32,320637,Kadipaten,32.06,KAB. TASIKMALAYA,37044,2,5.398984990821726E-05,0
KEPULAUAN RIAU,21,210201,Moro,21.02,KAB. KARIMUN,18566,1,5.386189809328881E-05,0
RIAU,14,140501,Ukui,14.05,KAB. PELALAWAN,37168,2,5.3809728798966854E-05,0
SUMATERA UTARA,12,120914,Pulau Rakyat,12.09,KAB. ASAHAN,37181,2,5.379091471450472E-05,0
SULAWESI SELATAN,73,731602,Enrekang,73.16,KAB. ENREKANG,37188,2,5.378078950198989E-05,0
SUMATERA SELATAN,16,160611,Lalan,16.06,KAB. MUSI BANYUASIN,37224,2,5.372877713303245E-05,0
SULAWESI SELATAN,73,731812,Mengkendek,73.18,KAB. TANA TORAJA,37226,2,5.3725890506635145E-05,0
SULAWESI UTARA,71,711004,Modayag,71.10,KAB. BOLAANG MONGONDOW TIMUR,18655,1,5.360493165371214E-05,0
LAMPUNG,18,181204,Gunung Terang,18.12,KAB. TULANG BAWANG BARAT,18674,1,5.35503909178537E-05,0
RIAU,14,140615,Kepenuhan Hulu,14.06,KAB. ROKAN HULU,18685,1,5.3518865400053516E-05,0
KALIMANTAN BARAT,61,611102,Simpang Hilir,61.11,KAB. KAYONG UTARA,37477,2,5.336606451957201E-05,0
SUMATERA BARAT,13,130504,2 x 11 Enam Lingkuang,13.05,KAB. PADANG PARIAMAN,18769,1,5.3279343598486864E-05,0
SUMATERA SELATAN,16,160519,Sumber Harta,16.05,KAB. MUSI RAWAS,18807,1,5.317169139150316E-05,0
SUMATERA SELATAN,16,160317,Lembak,16.03,KAB. MUARA ENIM,18815,1,5.3149083178315176E-05,0
SUMATERA SELATAN,16,160919,Buay Rawan,16.09,KAB. OGAN KOMERING ULU SELATAN,18847,1,5.305884225606197E-05,0
LAMPUNG,18,180323,Blambangan Pagar,18.03,KAB. LAMPUNG UTARA,18915,1,5.286809410520751E-05,0
JAWA TIMUR,35,351802,Ngetos,35.18,KAB. NGANJUK,37840,2,5.285412262156448E-05,0
JAMBI,15,150907,Rimbo Ulu,15.09,KAB. TEBO,37907,2,5.276070382778906E-05,0
SULAWESI UTARA,71,710508,Sinonsayang,71.05,KAB. MINAHASA SELATAN,18956,1,5.275374551593163E-05,0
KALIMANTAN SELATAN,63,630314,Martapura Barat,63.03,KAB. BANJAR,18997,1,5.263989050902774E-05,0
KALIMANTAN BARAT,61,610107,Selakau,61.01,KAB. SAMBAS,38040,2,5.257623554153522E-05,0
RIAU,14,140811,Lubuk Dalam,14.08,KAB. SIAK,19033,1,5.254032469920664E-05,0
JAWA TIMUR,35,352924,Arjasa,35.29,KAB. SUMENEP,76225,4,5.2476221712036734E-05,0
JAWA BARAT,32,320323,Cidaun,32.03,KAB. CIANJUR,57237,3,5.2413648514073065E-05,0
BANTEN,36,360113,Menes,36.01,KAB. PANDEGLANG,38185,2,5.23765876653136E-05,0
NUSA TENGGARA TIMUR,53,531211,Wanokaka,53.12,KAB. SUMBA BARAT,19096,1,5.236698785085882E-05,0
BALI,51,510703,Manggis,51.07,KAB. KARANGASEM,57371,3,5.2291227275104144E-05,0
SULAWESI SELATAN,73,731107,Balusu,73.11,KAB. BARRU,19138,1,5.225206395652628E-05,0
KALIMANTAN SELATAN,63,631104,Batu Mandi,63.11,KAB. BALANGAN,19139,1,5.2249333820993784E-05,0
KALIMANTAN BARAT,61,610118,Salatiga,61.01,KAB. SAMBAS,19146,1,5.2230230857620394E-05,0
NUSA TENGGARA TIMUR,53,530105,Kupang Barat,53.01,KAB. KUPANG,19149,1,5.2222048148728395E-05,0
RIAU,14,140610,Bangun Purba,14.06,KAB. ROKAN HULU,19177,1,5.2145799655837725E-05,0
SULAWESI BARAT,76,760504,Malunda,76.05,KAB. MAJENE,19193,1,5.210232897410514E-05,0
JAWA BARAT,32,321226,Trisi,32.12,KAB. INDRAMAYU,57586,3,5.209599555447505E-05,0
JAMBI,15,150111,Air Hangat Timur,15.01,KAB. KERINCI,19253,1,5.1939957409234925E-05,0
NUSA TENGGARA TIMUR,53,531306,Omesuri,53.13,KAB. LEMBATA,19280,1,5.186721991701245E-05,0
SULAWESI SELATAN,73,731311,Bola,73.13,KAB. WAJO,19285,1,5.185377236193933E-05,0
JAWA BARAT,32,320715,Rancah,32.07,KAB. CIAMIS,57994,3,5.1729489257509397E-05,0
NUSA TENGGARA TIMUR,53,530902,Golewa,53.09,KAB. NGADA,19332,1,5.172770535899027E-05,0
NUSA TENGGARA TIMUR,53,531506,Boleng,53.15,KAB. MANGGARAI BARAT,19354,1,5.1668905652578275E-05,0
SUMATERA UTARA,12,120911,Sei Kepayang,12.09,KAB. ASAHAN,19366,1,5.163688939378292E-05,0
PAPUA,91,910916,Wania,91.09,KAB. MIMIKA,58132,3,5.160668822679419E-05,0
SUMATERA UTARA,12,127704,Padangsidimpuan Hutaimbaru,12.77,KOTA PADANGSIDIMPUAN,19405,1,5.15331100231899E-05,0
LAMPUNG,18,181102,Mesuji Timur,18.11,KAB. MESUJI,38846,2,5.14853524172373E-05,0
SUMATERA UTARA,12,121014,Pangkatan,12.10,KAB. LABUHANBATU,38849,2,5.1481376612010604E-05,0
NUSA TENGGARA TIMUR,53,531703,Mamboro,53.17,KAB. SUMBA TENGAH,19438,1,5.144562197756971E-05,0
SUMATERA UTARA,12,121204,Habinsaran,12.12,KAB. TOBA SAMOSIR,19480,1,5.13347022587269E-05,0
ACEH,11,111605,Kota Kualasinpang,11.16,KAB. ACEH TAMIANG,19481,1,5.1332067142343825E-05,0
SULAWESI TENGAH,72,720101,Batui,72.01,KAB. BANGGAI,19500,1,5.128205128205128E-05,0
BANTEN,36,360225,Lebakgedong,36.02,KAB. LEBAK,19514,1,5.124525981346726E-05,0
KALIMANTAN BARAT,61,611003,Ella Hilir,61.10,KAB. MELAWI,19523,1,5.122163601905445E-05,0
KALIMANTAN SELATAN,63,630103,Pelaihari,63.01,KAB. TANAH LAUT,78100,4,5.1216389244558256E-05,0
SULAWESI SELATAN,73,731308,Tanasitolo,73.13,KAB. WAJO,39115,2,5.1131279560271E-05,0
KALIMANTAN SELATAN,63,630901,Banua Lawas,63.09,KAB. TABALONG,19582,1,5.10673067102441E-05,0
SUMATERA BARAT,13,130606,Banuhampu,13.06,KAB. AGAM,39194,2,5.1028218604888504E-05,0
GORONTALO,75,750114,Mootilango,75.01,KAB. GORONTALO,19610,1,5.099439061703213E-05,0
SUMATERA UTARA,12,122108,Sosa,12.21,KAB. PADANG LAWAS,39236,2,5.0973595677439085E-05,0
BENGKULU,17,170207,Padang Ulak Tanding,17.02,KAB. REJANG LEBONG,19683,1,5.080526342529086E-05,0
JAWA TIMUR,35,352612,Labang,35.26,KAB. BANGKALAN,39396,2,5.076657528683115E-05,0
NUSA TENGGARA TIMUR,53,532005,Hawu Mehara,53.20,KAB. SABU RAIJUA,19732,1,5.067909993918508E-05,0
MALUKU,81,810203,Kei Besar,81.02,KAB. MALUKU TENGGARA,19735,1,5.0671395996959714E-05,0
JAWA BARAT,32,320632,Cisayong,32.06,KAB. TASIKMALAYA,59278,3,5.060899490536118E-05,0
SULAWESI TENGAH,72,720204,Pamona Puselemba,72.02,KAB. POSO,19781,1,5.0553561498407566E-05,0
RIAU,14,140909,Pangean,14.09,KAB. KUANTAN SINGINGI,19783,1,5.054845068998635E-05,0
JAMBI,15,150119,Kayu Aro Barat,15.01,KAB. KERINCI,19790,1,5.053057099545225E-05,0
SUMATERA UTARA,12,120931,Teluk Dalam,12.09,KAB. ASAHAN,19793,1,5.052291214065579E-05,0
SULAWESI TENGGARA,74,741105,Lambandia,74.11,KAB. KOLAKA TIMUR,19811,1,5.0477007722982184E-05,0
SULAWESI SELATAN,73,731510,Lansirang,73.15,KAB. PINRANG,19812,1,5.047445992327882E-05,0
ACEH,11,111004,Singkil,11.10,KAB. ACEH SINGKIL,19814,1,5.04693650953871E-05,0
SUMATERA UTARA,12,120724,Hamparan Perak,12.07,KAB. DELI SERDANG,158667,8,5.042006214272659E-05,0
NUSA TENGGARA TIMUR,53,532111,Kobalima,53.21,KAB. MALAKA,19842,1,5.0398145348251183E-05,0
JAWA BARAT,32,320529,Cibalong,32.05,KAB. GARUT,39716,2,5.035753852351697E-05,0
LAMPUNG,18,181301,Pesisir Tengah,18.13,KAB. PESISIR BARAT,19926,1,5.018568704205561E-05,0
JAWA TENGAH,33,332618,Karangdadap,33.26,KAB. PEKALONGAN,39953,2,5.005881911245714E-05,0
SUMATERA SELATAN,16,160222,Lempuing Jaya,16.02,KAB. OGAN KOMERING ILIR,59943,3,5.004754516790951E-05,0
JAMBI,15,150406,Maro Sebo Ulu,15.04,KAB. BATANGHARI,39970,2,5.0037528146109585E-05,0
JAWA BARAT,32,320613,Taraju,32.06,KAB. TASIKMALAYA,40024,2,4.9970017989206476E-05,0
KALIMANTAN BARAT,61,610307,Sekayam,61.03,KAB. SANGGAU,40082,2,4.9897709695124994E-05,0
NUSA TENGGARA TIMUR,53,530109,Amarasi,53.01,KAB. KUPANG,20046,1,4.988526389304599E-05,0
SUMATERA UTARA,12,120806,Jorlang Hataran,12.08,KAB. SIMALUNGUN,20063,1,4.984299456711359E-05,0
JAWA BARAT,32,320611,Bojonggambir,32.06,KAB. TASIKMALAYA,40127,2,4.984175243601565E-05,0
KALIMANTAN BARAT,61,611005,Sayan,61.10,KAB. MELAWI,20123,1,4.9694379565671125E-05,0
SUMATERA BARAT,13,130517,Enam Lingkung,13.05,KAB. PADANG PARIAMAN,20202,1,4.95000495000495E-05,0
KALIMANTAN TIMUR,64,640106,Long Ikis,64.01,KAB. PASER,40404,2,4.95000495000495E-05,0
BANTEN,36,360119,Kaduhejo,36.01,KAB. PANDEGLANG,40420,2,4.948045522018802E-05,0
JAWA TIMUR,35,352314,Rengel,35.23,KAB. TUBAN,60727,3,4.94014194674527E-05,0
JAWA BARAT,32,320626,Sukarame,32.06,KAB. TASIKMALAYA,40503,2,4.937905834135743E-05,0
SULAWESI SELATAN,73,730302,Bantaeng,73.03,KAB. BANTAENG,40540,2,4.93339911198816E-05,0
JAWA TIMUR,35,352204,Ngasem,35.22,KAB. BOJONEGORO,60835,3,4.931371743239911E-05,0
LAMPUNG,18,180220,Selagai Lingga,18.02,KAB. LAMPUNG TENGAH,40564,2,4.9304802287742826E-05,0
PAPUA,91,910501,Yapen Selatan,91.05,KAB. KEPULAUAN YAPEN,40576,2,4.929022082018927E-05,0
KALIMANTAN BARAT,61,610421,Air Upas,61.04,KAB. KETAPANG,20304,1,4.9251379038613084E-05,0
SUMATERA UTARA,12,120727,Batang Kuis,12.07,KAB. DELI SERDANG,60992,3,4.918677859391396E-05,0
JAWA BARAT,32,320609,Bojongasih,32.06,KAB. TASIKMALAYA,20339,1,4.9166625694478586E-05,0
JAWA BARAT,32,320526,Peundeuy,32.05,KAB. GARUT,20342,1,4.915937469275391E-05,0
KALIMANTAN SELATAN,63,631007,Karang Bintang,63.10,KAB. TANAH BUMBU,20348,1,4.914487910359741E-05,0
NUSA TENGGARA BARAT,52,520608,Donggo,52.06,KAB. BIMA,20389,1,4.9046054244935994E-05,0
ACEH,11,111702,Permata,11.17,KAB. BENER MERIAH,20459,1,4.8878244293464976E-05,0
JAWA BARAT,32,320219,Kabandungan,32.02,KAB. SUKABUMI,40920,2,4.887585532746823E-05,0
JAWA BARAT,32,320828,Cibeureum,32.08,KAB. KUNINGAN,20463,1,4.8868689830425645E-05,0
SUMATERA UTARA,12,120910,Tanjung Balai,12.09,KAB. ASAHAN,40939,2,4.885317179217861E-05,0
SUMATERA UTARA,12,127404,Teluk Nibung,12.74,KOTA TANJUNG BALAI,40983,2,4.880072225068931E-05,0
NUSA TENGGARA TIMUR,53,531901,Borong,53.19,KAB. MANGGARAI TIMUR,41023,2,4.8753138483289864E-05,0
KALIMANTAN BARAT,61,610401,Matan Hilir Utara,61.04,KAB. KETAPANG,20569,1,4.861685060041811E-05,0
SUMATERA UTARA,12,121813,Tebing Tinggi,12.18,KAB. SERDANG BEDAGAI,41157,2,4.859440678377919E-05,0
NUSA TENGGARA TIMUR,53,532104,Weliman,53.21,KAB. MALAKA,20590,1,4.856726566294317E-05,0
SULAWESI UTARA,71,710113,Bolaang,71.01,KAB. BOLAANG MONGONDOW,20630,1,4.847309743092584E-05,0
ACEH,11,110807,Meurah Mulia,11.08,KAB. ACEH UTARA,20679,1,4.835823782581363E-05,0
SUMATERA UTARA,12,121107,Siempat Nempu Hulu,12.11,KAB. DAIRI,20714,1,4.8276527952109686E-05,0
SUMATERA UTARA,12,121403,Lahusa,12.14,KAB. NIAS SELATAN,20726,1,4.824857666698833E-05,0
SUMATERA SELATAN,16,160904,Muara Dua Kisam,16.09,KAB. OGAN KOMERING ULU SELATAN,20766,1,4.8155639025329867E-05,0
JAWA TIMUR,35,352912,Ambunten,35.29,KAB. SUMENEP,41547,2,4.813825306279635E-05,0
JAWA TIMUR,35,351720,Megaluh,35.17,KAB. JOMBANG,41577,2,4.81035187723982E-05,0
SUMATERA UTARA,12,121104,Siempat Nempu,12.11,KAB. DAIRI,20801,1,4.8074611797509735E-05,0
SUMATERA UTARA,12,120810,Pematang Sidamanik,12.08,KAB. SIMALUNGUN,20825,1,4.801920768307323E-05,0
SUMATERA BARAT,13,131002,Pulau Punjung,13.10,KAB. DHARMASRAYA,41698,2,4.7963931123794903E-05,0
SUMATERA UTARA,12,127401,Tanjung Balai Selatan,12.74,KOTA TANJUNG BALAI,20853,1,4.795473073418693E-05,0
KALIMANTAN SELATAN,63,630801,Danau Panggang,63.08,KAB. HULU SUNGAI UTARA,20861,1,4.7936340539763194E-05,0
ACEH,11,110301,Darul Aman,11.03,KAB. ACEH TIMUR,20876,1,4.790189691511784E-05,0
SUMATERA SELATAN,16,160224,Pedamaran Timur,16.02,KAB. OGAN KOMERING ILIR,20903,1,4.784002296321102E-05,0
ACEH,11,110703,Batee,11.07,KAB. PIDIE,20907,1,4.783087004352609E-05,0
JAWA TENGAH,33,331405,Sambirejo,33.14,KAB. SRAGEN,41870,2,4.776689754000478E-05,0
RIAU,14,140908,Singingi Hilir,14.09,KAB. KUANTAN SINGINGI,42054,2,4.7557901745375E-05,0
SUMATERA SELATAN,16,161202,Penukal Utara,16.12,KAB. PENUKAL ABAB LEMATANG ILIR,21031,1,4.7548856450002375E-05,0
JAMBI,15,150904,Rimbo Bujang,15.09,KAB. TEBO,63146,3,4.750894751844931E-05,0
LAMPUNG,18,180226,Bandar Surabaya,18.02,KAB. LAMPUNG TENGAH,42118,2,4.748563559523244E-05,0
KALIMANTAN BARAT,61,611208,Teluk Pakedai,61.12,KAB. KUBU RAYA,21060,1,4.748338081671415E-05,0
