nama_provinsi,kode_provinsi,nama_kabupatenkota,kode_kabupatenkota,nama_kecamatan,kode_kecamatan,jumlah_penduduk,total,density,level_kerawanan
SUMATERA BARAT,13,KOTA PAYAKUMBUH,13.76,Payakumbuh Timur,137603,29214,5,0.00017115081810091052,1
JAWA TIMUR,35,KAB. SIDOARJO,35.15,Porong,351504,70180,12,0.00017098888572242806,1
JAWA TENGAH,33,KAB. DEMAK,33.21,Dempet,332107,58501,10,0.00017093724893591563,1
JAWA BARAT,32,KAB. CIREBON,32.09,Klangenan,320923,52676,9,0.00017085579770673552,1
KEPULAUAN RIAU,21,KAB. KEPULAUAN ANAMBAS,21.05,Jemaja,210506,5854,1,0.00017082336863682952,1
SULAWESI SELATAN,73,KAB. SINJAI,73.07,Sinjai Selatan,730702,41019,7,0.00017065262439357372,1
SUMATERA BARAT,13,KOTA PAYAKUMBUH,13.76,Payakumbuh Selatan,137605,11729,2,0.00017051752067524938,1
JAWA TIMUR,35,KAB. JOMBANG,35.17,Ngusikan,351721,23480,4,0.00017035775127768313,1
LAMPUNG,18,KAB. PESAWARAN,18.09,Padang Cermin,180905,29370,5,0.00017024174327545113,1
JAWA BARAT,32,KAB. CIANJUR,32.03,Tanggeung,320319,46995,8,0.0001702308756250665,1
BENGKULU,17,KOTA BENGKULU,17.71,Teluk Segara,177103,23508,4,0.00017015484090522376,1
JAWA TIMUR,35,KAB. BONDOWOSO,35.11,Sumberwringin,351118,35276,6,0.0001700873114865631,1
ACEH,11,KOTA BANDA ACEH,11.71,Meuraxa,117103,23559,4,0.0001697864934844433,1
NUSA TENGGARA TIMUR,53,KAB. ALOR,53.05,Alor Barat Laut,530502,23565,4,0.00016974326331423723,1
JAWA TENGAH,33,KAB. DEMAK,33.21,Kebonagung,332114,41277,7,0.00016958596797247863,1
JAWA TIMUR,35,KAB. SIDOARJO,35.15,Jabon,351505,53095,9,0.0001695074865806573,1
NUSA TENGGARA TIMUR,53,KOTA KUPANG,53.71,Oebobo,537104,100329,17,0.00016944253406293294,1
JAWA BARAT,32,KAB. BOGOR,32.01,Tanjungsari,320136,53127,9,0.0001694053870913095,1
SUMATERA UTARA,12,KAB. DELI SERDANG,12.07,Beringin,120733,59051,10,0.00016934514233459214,1
JAWA BARAT,32,KOTA TASIKMALAYA,32.78,Bungursari,327809,59064,10,0.0001693078694297711,1
SULAWESI TENGAH,72,KAB. BANGGAI LAUT,72.11,Labobo,721105,5907,1,0.00016929067208396818,0
SUMATERA BARAT,13,KOTA SAWAHLUNTO,13.73,Silungkang,137303,11820,2,0.00016920473773265651,1
SULAWESI TENGAH,72,KAB. SIGI,72.10,Nokilalaki,721003,5910,1,0.00016920473773265651,0
LAMPUNG,18,KAB. LAMPUNG UTARA,18.03,Sungkai Barat,180321,11820,2,0.00016920473773265651,1
KALIMANTAN TENGAH,62,KAB. BARITO TIMUR,62.13,Paju Epat,621307,5912,1,0.00016914749661705008,1
JAWA TENGAH,33,KAB. BOYOLALI,33.09,Selo,330901,29563,5,0.00016913033183371106,1
JAWA BARAT,32,KAB. SUBANG,32.13,Dawuan,321327,41417,7,0.00016901272424366806,1
SULAWESI TENGAH,72,KAB. TOJO UNA UNA,72.09,Batudaka,720911,5917,1,0.0001690045631232043,1
JAWA TENGAH,33,KAB. PEMALANG,33.27,Taman,332709,189460,32,0.0001689010873007495,1
NUSA TENGGARA TIMUR,53,KAB. TIMOR TENGAH UTARA,53.03,Biboki Tan Pah,530322,5922,1,0.00016886187098953058,1
SULAWESI SELATAN,73,KAB. GOWA,73.06,Bungaya,730609,17777,3,0.00016875738313551218,1
SUMATERA UTARA,12,KAB. SIMALUNGUN,12.08,Dolok Batu Nanggar,120817,47412,8,0.00016873365392727579,1
SULAWESI SELATAN,73,KAB. SINJAI,73.07,Bulupoddo,730706,17780,3,0.0001687289088863892,1
JAWA TIMUR,35,KAB. BONDOWOSO,35.11,Cermee,351115,47421,8,0.00016870163007950064,1
JAWA TENGAH,33,KAB. BANYUMAS,33.02,Sumpiuh,330207,59277,10,0.00016869949558850818,1
SULAWESI UTARA,71,KOTA KOTAMOBAGU,71.74,Kotamobagu Utara,717401,17794,3,0.00016859615600764303,1
KALIMANTAN TIMUR,64,KAB. PENAJAM PASER UTARA,64.09,Sepaku,640904,35592,6,0.00016857720836142953,1
SUMATERA UTARA,12,KAB. LANGKAT,12.05,Padang Tualang,120512,53410,9,0.00016850777008050927,1
SULAWESI TENGAH,72,KAB. MOROWALI,72.06,Menui Kepulauan,720607,11870,2,0.00016849199663016007,1
JAWA BARAT,32,KAB. KUNINGAN,32.08,Cipicung,320821,29694,5,0.00016838418535731125,1
JAWA BARAT,32,KAB. MAJALENGKA,32.10,Sukahaji,321008,47513,8,0.00016837497106055184,1
SUMATERA UTARA,12,KAB. SIMALUNGUN,12.08,Pematang Bandar,120821,41575,7,0.00016837041491280817,1
JAWA TIMUR,35,KAB. NGANJUK,35.18,Sukomoro,351812,47543,8,0.00016826872515407105,1
SUMATERA UTARA,12,KAB. TAPANULI TENGAH,12.01,Sitahuis,120113,5945,1,0.0001682085786375105,0
MALUKU,81,KAB. MALUKU TENGGARA,81.02,Kei Kecil Timur Selatan,810219,5950,1,0.0001680672268907563,1
MALUKU UTARA,82,KAB. KEPULAUAN SULA,82.05,Sulabesi Barat,820503,5952,1,0.00016801075268817206,1
KALIMANTAN SELATAN,63,KAB. BANJAR,63.03,Martapura Timur,630315,29770,5,0.00016795431642593214,1
BANTEN,36,KAB. PANDEGLANG,36.01,Cipeucang,360115,29787,5,0.00016785846174505656,0
JAWA BARAT,32,KAB. SUBANG,32.13,Cipeundeuy,321320,47665,8,0.00016783803629497534,1
BENGKULU,17,KAB. LEBONG,17.07,Lebong Atas,170702,5960,1,0.00016778523489932885,0
SUMATERA UTARA,12,KAB. DELI SERDANG,12.07,Percut Sei Tuan,120726,369576,62,0.00016775981124315432,1
JAWA TIMUR,35,KAB. BANYUWANGI,35.10,Licin,351024,29818,5,0.00016768394929237373,1
KALIMANTAN BARAT,61,KAB. SAMBAS,61.01,Tekarang,610112,17899,3,0.00016760712888988212,1
NUSA TENGGARA BARAT,52,KAB. SUMBAWA BARAT,52.07,Maluk,520708,11933,2,0.00016760244699572614,1
JAWA TENGAH,33,KAB. JEPARA,33.20,Donorojo,332016,59846,10,0.0001670955452327641,1
JAWA BARAT,32,KAB. SUKABUMI,32.02,Cikidang,320206,65840,11,0.00016707168894289186,1
SULAWESI TENGAH,72,KAB. MOROWALI,72.06,Bungku Pesisir,720615,5986,1,0.0001670564650851988,1
KALIMANTAN UTARA,65,KAB. MALINAU,65.02,Mentarang,650201,5988,1,0.00016700066800267202,0
JAWA BARAT,32,KAB. GARUT,32.05,Karangpawitan,320502,119903,20,0.00016680149787745094,1
SULAWESI UTARA,71,KAB. KEPULAUAN SANGIHE,71.03,Tahuna Barat,710323,5997,1,0.00016675004168751042,1
KALIMANTAN TENGAH,62,KAB. KAPUAS,62.03,Kapuas Tengah,620311,17999,3,0.0001666759264403578,1
JAWA TENGAH,33,KAB. TEMANGGUNG,33.23,Jumo,332310,30002,5,0.00016665555629624692,1
JAWA TENGAH,33,KAB. PURBALINGGA,33.03,Mrebet,330308,78059,13,0.00016654069357793463,1
ACEH,11,KAB. PIDIE,11.07,Mutiara Timur,110724,36040,6,0.0001664816870144284,1
JAWA TENGAH,33,KAB. BOYOLALI,33.09,Boyolali,330905,72143,12,0.00016633630428454597,1
SULAWESI SELATAN,73,KAB. BONE,73.08,Tanete Riattang,730821,54131,9,0.000166263324158061,1
JAWA BARAT,32,KAB. CIREBON,32.09,Losari,320903,60160,10,0.00016622340425531914,1
JAWA TENGAH,33,KAB. REMBANG,33.17,Gunem,331703,24066,4,0.00016620959029335994,1
RIAU,14,KAB. ROKAN HULU,14.06,Ujung Batu,140601,48153,8,0.0001661371046456088,1
LAMPUNG,18,KOTA BANDAR LAMPUNG,18.71,Panjang,187104,84327,14,0.00016602037307149548,1
SUMATERA SELATAN,16,KAB. EMPAT LAWANG,16.11,Talang Padang,161106,18071,3,0.00016601184217807536,1
JAWA TIMUR,35,KAB. NGANJUK,35.18,Berbek,351803,60271,10,0.00016591727364735943,1
NUSA TENGGARA TIMUR,53,KAB. SUMBA TIMUR,53.11,Paberiwai,531112,6028,1,0.00016589250165892502,1
GORONTALO,75,KAB. GORONTALO,75.01,Batudaa Pantai,750105,12062,2,0.000165809981760902,1
JAWA BARAT,32,KAB. CIANJUR,32.03,Gekbrong,320327,54289,9,0.00016577943966549394,1
KALIMANTAN BARAT,61,KAB. BENGKAYANG,61.07,Sungai Raya,610701,24136,4,0.00016572754391779913,1
JAWA BARAT,32,KAB. CIANJUR,32.03,Cilaku,320304,108819,18,0.0001654122901331569,1
SUMATERA UTARA,12,KAB. LANGKAT,12.05,Batang Serangan,120519,36279,6,0.0001653849334325643,1
JAWA TENGAH,33,KOTA PEKALONGAN,33.75,Pekalongan Barat,337501,96778,16,0.0001653268304780012,1
KALIMANTAN SELATAN,63,KAB. BARITO KUALA,63.04,Kuripan,630411,6049,1,0.00016531658125309968,0
JAWA BARAT,32,KAB. TASIKMALAYA,32.06,Cipatujah,320601,66575,11,0.00016522718738265114,1
KALIMANTAN TIMUR,64,KAB. KUTAI TIMUR,64.08,Busang,640806,6053,1,0.00016520733520568312,1
KALIMANTAN SELATAN,63,KAB. TAPIN,63.05,Salam Babaris,630511,12116,2,0.0001650709805216243,1
KALIMANTAN BARAT,61,KAB. SAMBAS,61.01,Paloh,610108,30312,5,0.0001649511744523621,1
BANTEN,36,KAB. LEBAK,36.02,Maja,360213,54584,9,0.000164883482339147,1
SUMATERA SELATAN,16,KAB. OGAN KOMERING ILIR,16.02,Jejawi,160217,36442,6,0.0001646451896163767,1
BALI,51,KAB. KLUNGKUNG,51.05,Nusa Penida,510501,60741,10,0.00016463344363774058,1
NUSA TENGGARA TIMUR,53,KAB. FLORES TIMUR,53.06,Adonara,530617,12153,2,0.00016456841932033242,1
ACEH,11,KAB. ACEH TENGGARA,11.02,Bukit Tusam,110209,12163,2,0.0001644331168297295,1
KALIMANTAN TENGAH,62,KAB. KAPUAS,62.03,Basarang,620308,24328,4,0.0001644195988161789,1
JAWA TIMUR,35,KAB. KEDIRI,35.06,Grogol,350613,48685,8,0.00016432165964876244,1
JAWA BARAT,32,KAB. GARUT,32.05,Cisewu,320535,30482,5,0.00016403123154648644,1
JAWA TIMUR,35,KAB. LUMAJANG,35.08,Candipuro,350803,73179,12,0.00016398147009387938,1
JAWA BARAT,32,KAB. INDRAMAYU,32.12,Haurgeulis,321201,91474,15,0.00016398102192972868,1
KALIMANTAN BARAT,61,KOTA SINGKAWANG,61.72,Singkawang Utara,617204,30506,5,0.00016390218317707993,1
SUMATERA SELATAN,16,KAB. OGAN KOMERING ULU TIMUR,16.08,Cempaka,160804,24429,4,0.00016373981743010357,1
ACEH,11,KAB. ACEH SELATAN,11.01,Trumon,110109,6110,1,0.00016366612111292964,1
BALI,51,KAB. KARANGASEM,51.07,Abang,510705,85589,14,0.0001635724216897031,1
JAWA BARAT,32,KAB. PANGANDARAN,32.18,Cimerak,321803,48915,8,0.00016354901359501176,1
JAMBI,15,KAB. BATANGHARI,15.04,Bajubang,150407,42816,7,0.00016349028400597908,1
KALIMANTAN TIMUR,64,KAB. BERAU,64.03,Segah,640304,12250,2,0.00016326530612244898,1
JAWA TENGAH,33,KAB. SEMARANG,33.22,Kaliwungu,332217,30643,5,0.00016316940247364814,1
JAWA TIMUR,35,KAB. JEMBER,35.09,Panti,350914,67432,11,0.00016312729861193498,1
ACEH,11,KAB. PIDIE,11.07,Padang Tiji,110714,24559,4,0.00016287308115151269,1
LAMPUNG,18,KOTA BANDAR LAMPUNG,18.71,Tanjungkarang Barat,187103,67544,11,0.00016285680445339334,1
SULAWESI TENGGARA,74,KAB. KOLAKA,74.01,Baula,740112,12281,2,0.0001628531878511522,1
SUMATERA BARAT,13,KAB. LIMA PULUH KOTA,13.07,Payakumbuh,130703,36865,6,0.00016275600162756002,1
BALI,51,KAB. TABANAN,51.02,Pupuan,510210,43041,7,0.00016263562649566693,1
BANTEN,36,KAB. PANDEGLANG,36.01,Pandeglang,360121,43043,7,0.0001626280696048138,1
KEPULAUAN RIAU,21,KOTA BATAM,21.71,Batu Ampar,217102,61516,10,0.0001625593341569673,1
JAWA TENGAH,33,KAB. BANYUMAS,33.02,Kedungbanteng,330223,61524,10,0.0001625381964761719,1
JAWA BARAT,32,KAB. CIAMIS,32.07,Panumbangan,320707,61558,10,0.0001624484226258163,1
JAWA TENGAH,33,KAB. KLATEN,33.10,Tulung,331019,55419,9,0.0001623991771775023,1
PAPUA BARAT,92,KAB. FAK FAK,92.03,Fak-Fak,920301,18496,3,0.00016219723183391003,1
JAWA TENGAH,33,KAB. REMBANG,33.17,Pancur,331711,30831,5,0.00016217443482209465,1
SULAWESI SELATAN,73,KAB. LUWU TIMUR,73.24,Kalaena,732410,12337,2,0.00016211396611818109,1
JAWA BARAT,32,KAB. GARUT,32.05,Tarogong Kaler,320504,86458,14,0.0001619283351453885,1
SUMATERA UTARA,12,KAB. DELI SERDANG,12.07,Namorambe,120706,37054,6,0.00016192583796621147,1
NUSA TENGGARA TIMUR,53,KAB. KUPANG,53.01,Nekamese,530116,12352,2,0.00016191709844559586,1
KALIMANTAN SELATAN,63,KAB. TAPIN,63.05,Binuang,630501,30883,5,0.00016190136968558753,1
JAWA TIMUR,35,KAB. PASURUAN,35.14,Beji,351413,86474,14,0.00016189837407775749,1
RIAU,14,KAB. ROKAN HULU,14.06,Bonai Darussalam,140613,24713,4,0.0001618581313478736,1
SULAWESI SELATAN,73,KAB. SIDENRENG RAPPANG,73.14,Watang Pulu,731403,37072,6,0.00016184721622788088,1
KALIMANTAN UTARA,65,KAB. NUNUKAN,65.03,Lumbis,650304,6180,1,0.00016181229773462783,1
JAWA BARAT,32,KAB. INDRAMAYU,32.12,Sukra,321224,49479,8,0.00016168475514864893,1
SULAWESI SELATAN,73,KAB. TORAJA UTARA,73.26,Tallunglipu,732611,18570,3,0.00016155088852988692,1
SUMATERA SELATAN,16,KAB. OGAN ILIR,16.10,Indralaya Utara,161007,37141,6,0.00016154653886540481,1
SUMATERA SELATAN,16,KAB. EMPAT LAWANG,16.11,Saling,161109,18577,3,0.0001614900145341013,1
JAWA TENGAH,33,KAB. SRAGEN,33.14,Ngrampal,331408,43365,7,0.00016142050040355126,1
JAWA TIMUR,35,KAB. PONOROGO,35.02,Jenangan,350218,61958,10,0.0001613996578327254,1
JAWA TENGAH,33,KAB. WONOGIRI,33.12,Batuwarno,331204,18599,3,0.00016129899456960052,1
SULAWESI TENGAH,72,KAB. POSO,72.02,Pamona Timur,720205,12415,2,0.00016109544905356423,1
SULAWESI TENGGARA,74,KAB. BOMBANA,74.06,Rarowatu,740603,6210,1,0.00016103059581320451,1
JAWA TIMUR,35,KAB. NGAWI,35.21,Pitu,352116,31062,5,0.0001609683858090271,1
JAMBI,15,KAB. MERANGIN,15.02,Pangkalan Jambu,150217,6216,1,0.00016087516087516087,1
BALI,51,KAB. BULELENG,51.08,Gerokgak,510801,99523,16,0.0001607668579122414,1
JAWA TENGAH,33,KAB. TEMANGGUNG,33.23,Tembarak,332302,31107,5,0.00016073552576590478,1
SULAWESI SELATAN,73,KAB. LUWU,73.17,Basse Sangtempe,731701,6236,1,0.00016035920461834508,0
SUMATERA SELATAN,16,KAB. OGAN KOMERING ULU TIMUR,16.08,Belitang Madang Raya,160818,43656,7,0.00016034451163643028,1
BANTEN,36,KAB. SERANG,36.04,Ciomas,360427,37421,6,0.00016033777825285269,1
JAWA BARAT,32,KAB. SUBANG,32.13,Pagaden,321307,62397,10,0.0001602641152619517,1
JAWA TIMUR,35,KAB. JOMBANG,35.17,Tembelang,351713,56297,9,0.00015986642272234754,1
SUMATERA SELATAN,16,KAB. MUSI RAWAS UTARA,16.13,Karang Jaya,161306,31278,5,0.00015985676833557132,1
JAWA BARAT,32,KAB. BANDUNG BARAT,32.17,Saguling,321716,31290,5,0.00015979546180888463,1
MALUKU UTARA,82,KOTA TIDORE KEPULAUAN,82.72,Oba Utara,827202,18774,3,0.00015979546180888463,1
JAWA TIMUR,35,KAB. MAGETAN,35.20,Kawedanan,352005,43831,7,0.00015970431886108005,1
GORONTALO,75,KAB. GORONTALO,75.01,Talaga Jaya,750122,12525,2,0.0001596806387225549,1
GORONTALO,75,KAB. GORONTALO,75.01,Tabongo,750119,18801,3,0.00015956598053295037,1
RIAU,14,KAB. KAMPAR,14.01,Salo,140113,25071,4,0.00015954688684137052,1
SUMATERA UTARA,12,KAB. KARO,12.06,Barusjahe,120603,25073,4,0.00015953416025206397,1
LAMPUNG,18,KAB. LAMPUNG BARAT,18.04,Belalau,180406,12538,2,0.0001595150741745095,0
SUMATERA UTARA,12,KAB. TOBA SAMOSIR,12.12,Balige,121201,43946,7,0.00015928639694170118,1
SULAWESI TENGGARA,74,KAB. MUNA BARAT,74.13,Wadaga,741304,6283,1,0.0001591596371160274,1
JAWA TIMUR,35,KAB. KEDIRI,35.06,Plosoklaten,350609,75520,12,0.00015889830508474575,1
KEPULAUAN BANGKA BELITUNG,19,KOTA PANGKAL PINANG,19.71,Gabek,197106,31482,5,0.00015882091353789466,1
BANTEN,36,KAB. SERANG,36.04,Pulo Ampel,360408,37783,6,0.00015880157742900245,1
LAMPUNG,18,KAB. LAMPUNG BARAT,18.04,Sukau,180411,25191,4,0.00015878686832598943,0
SUMATERA SELATAN,16,KAB. OGAN ILIR,16.10,Tanjung Raja,161003,44097,7,0.00015874095743474614,1
SULAWESI UTARA,71,KAB. MINAHASA TENGGARA,71.07,Ratahan Timur,710712,6303,1,0.00015865460891638903,1
PAPUA,91,KAB. MERAUKE,91.01,Kimaam,910104,6305,1,0.00015860428231562253,1
SUMATERA BARAT,13,KAB. TANAH DATAR,13.04,Sungayang,130407,18922,3,0.00015854560828665047,1
JAWA BARAT,32,KOTA TASIKMALAYA,32.78,Cipedes,327802,82108,13,0.00015832805573147562,1
LAMPUNG,18,KAB. LAMPUNG TENGAH,18.02,Kota Gajah,180223,37897,6,0.00015832387787951554,1
NUSA TENGGARA TIMUR,53,KOTA KUPANG,53.71,Maulafa,537102,94761,15,0.0001582929686263336,1
KALIMANTAN BARAT,61,KAB. MEMPAWAH,61.02,Sungai Pinyuh,610207,63188,10,0.00015825789706906375,1
JAWA TENGAH,33,KAB. SRAGEN,33.14,Miri,331414,37956,6,0.00015807777426493836,1
KALIMANTAN TENGAH,62,KAB. KOTAWARINGIN TIMUR,62.02,Cempaga Hulu,620213,18984,3,0.00015802781289506955,1
JAWA BARAT,32,KAB. INDRAMAYU,32.12,Karangampel,321210,69636,11,0.0001579642713538974,1
JAWA TIMUR,35,KAB. JEMBER,35.09,Silo,350930,107624,17,0.0001579573329368914,1
SUMATERA SELATAN,16,KOTA PAGAR ALAM,16.72,Pagar Alam Selatan,167202,50652,8,0.00015794045644791914,1
LAMPUNG,18,KAB. PESAWARAN,18.09,Way Khilau,180909,31680,5,0.00015782828282828284,1
SULAWESI TENGAH,72,KAB. MOROWALI UTARA,72.12,Mori Atas,721205,12674,2,0.00015780337699226762,1
JAWA TENGAH,33,KAB. KARANGANYAR,33.13,Karangpandan,331308,44383,7,0.00015771804519748553,1
SULAWESI TENGGARA,74,KAB. WAKATOBI,74.07,Wangi Wangi Selatan,740705,31712,5,0.00015766902119071646,1
KALIMANTAN SELATAN,63,KAB. KOTABARU,63.02,Pulausembilan,630201,6344,1,0.00015762925598991173,1
SULAWESI SELATAN,73,KAB. LUWU TIMUR,73.24,Angkona,732405,25377,4,0.00015762304448910431,1
JAWA TENGAH,33,KAB. PURWOREJO,33.06,Bagelen,330604,31722,5,0.00015761931782359246,1
SUMATERA SELATAN,16,KAB. OGAN KOMERING ULU SELATAN,16.09,Muara Dua,160901,50785,8,0.00015752682878802796,1
JAWA BARAT,32,KAB. CIREBON,32.09,Pangenan,320911,44459,7,0.00015744843563732878,1
JAWA BARAT,32,KAB. SUBANG,32.13,Ciasem,321309,108084,17,0.00015728507457162948,1
JAWA TENGAH,33,KAB. GROBOGAN,33.15,Brati,331514,50887,8,0.0001572110755202704,1
JAWA TIMUR,35,KAB. NGAWI,35.21,Jogorogo,352103,44574,7,0.0001570422219230942,1
SUMATERA UTARA,12,KAB. SIMALUNGUN,12.08,Bosar Maligas,120808,44601,7,0.00015694715365126342,1
KALIMANTAN TIMUR,64,KAB. PASER,64.01,Long Kali,640108,25492,4,0.00015691197238349287,1
JAWA TIMUR,35,KAB. NGAWI,35.21,Kasreman,352119,25495,4,0.00015689350853108453,1
LAMPUNG,18,KAB. LAMPUNG BARAT,18.04,Sekincau,180408,19128,3,0.00015683814303638644,1
JAWA TIMUR,35,KAB. JEMBER,35.09,Jenggawah,350916,89304,14,0.00015676789393532205,1
JAWA BARAT,32,KAB. KUNINGAN,32.08,Cimahi,320824,31897,5,0.00015675455371978557,1
SUMATERA SELATAN,16,KAB. MUARA ENIM,16.03,Rambang Dangku,160303,31927,5,0.0001566072603125881,1
LAMPUNG,18,KOTA BANDAR LAMPUNG,18.71,Rajabasa,187110,57473,9,0.00015659527082282116,1
PAPUA BARAT,92,KAB. MANOKWARI,92.02,Manokwari Timur,920213,12772,2,0.00015659254619480113,1
JAWA TIMUR,35,KAB. MALANG,35.07,Wonosari,350732,44723,7,0.00015651901706057285,1
SUMATERA UTARA,12,KAB. DELI SERDANG,12.07,STM Hilir,120708,31947,5,0.00015650921839296334,1
SUMATERA SELATAN,16,KOTA LUBUK LINGGAU,16.73,Lubuk Linggau Selatan II,167307,31969,5,0.0001564015139666552,1
JAWA TIMUR,35,KAB. BANGKALAN,35.26,Tragah,352614,31978,5,0.0001563574957783476,1
SULAWESI BARAT,76,KAB. MAMUJU,76.02,Mamuju,760201,70402,11,0.00015624556120564758,1
JAWA BARAT,32,KAB. CIANJUR,32.03,Cugenang,320311,108934,17,0.00015605779646391392,1
JAWA BARAT,32,KAB. SUMEDANG,32.11,Paseh,321108,38452,6,0.00015603869759700406,1
JAMBI,15,KAB. BATANGHARI,15.04,Batin XXIV,150404,32050,5,0.00015600624024960998,1
JAWA BARAT,32,KAB. CIAMIS,32.07,Sindangkasih,320731,51298,8,0.00015595149908378494,1
KEPULAUAN RIAU,21,KOTA TANJUNG PINANG,21.72,Tanjung Pinang Timur,217202,96218,15,0.0001558959861980087,1
KALIMANTAN TIMUR,64,KAB. PENAJAM PASER UTARA,64.09,Waru,640902,19256,3,0.0001557955961778147,1
JAWA BARAT,32,KAB. CIANJUR,32.03,Pagelaran,320318,70607,11,0.00015579191864829265,1
SUMATERA UTARA,12,KOTA PADANGSIDIMPUAN,12.77,Padangsidimpuan Selatan,127702,70678,11,0.0001556354169614307,1
JAWA BARAT,32,KAB. INDRAMAYU,32.12,Widasari,321207,38559,6,0.00015560569516844317,1
JAWA TIMUR,35,KAB. SUMENEP,35.29,Saronggi,352906,38614,6,0.00015538405759569067,1
JAWA TIMUR,35,KAB. LUMAJANG,35.08,Randuagung,350818,70798,11,0.0001553716206672505,1
JAWA TENGAH,33,KAB. BATANG,33.25,Blado,332503,45060,7,0.0001553484243231247,1
GORONTALO,75,KAB. BONE BOLANGO,75.03,Tilongkabila,750306,19321,3,0.00015527146628021324,1
SULAWESI TENGAH,72,KAB. BANGGAI,72.01,Luwuk Utara,720121,19333,3,0.00015517508922567632,1
SUMATERA SELATAN,16,KAB. LAHAT,16.04,Gumay Talang,160421,12893,2,0.0001551229349259288,1
JAWA BARAT,32,KAB. KUNINGAN,32.08,Cidahu,320811,45134,7,0.00015509372091992733,1
JAWA TIMUR,35,KAB. BANGKALAN,35.26,Socah,352602,64483,10,0.00015507963339174666,1
NUSA TENGGARA BARAT,52,KAB. SUMBAWA,52.04,Tarano,520425,19345,3,0.00015507883173946756,1
JAWA TIMUR,35,KAB. BANYUWANGI,35.10,Kalipuro,351021,83837,13,0.00015506280043417584,1
JAWA TENGAH,33,KAB. JEPARA,33.20,Pecangaan,332002,83858,13,0.00015502396909060554,1
JAWA BARAT,32,KAB. MAJALENGKA,32.10,Sumberjaya,321017,64567,10,0.00015487787879257207,1
PAPUA,91,KAB. JAYAPURA,91.03,Yapsi,910315,6459,1,0.00015482272797646694,1
SUMATERA SELATAN,16,KAB. OGAN KOMERING ULU,16.01,Peninjauan,160109,32303,5,0.00015478438535120577,1
RIAU,14,KAB. KEPULAUAN MERANTI,14.10,Rangsang Pesisir,141009,19408,3,0.00015457543281121187,1
PAPUA BARAT,92,KAB. TAMBRAUW,92.09,Sausapor,920905,6470,1,0.0001545595054095827,1
NUSA TENGGARA TIMUR,53,KAB. TIMOR TENGAH UTARA,53.03,Bikomi Utara,530317,6472,1,0.00015451174289245981,0
KEPULAUAN BANGKA BELITUNG,19,KAB. BANGKA BARAT,19.05,Mentok,190501,51795,8,0.00015445506323004152,1
SUMATERA BARAT,13,KAB. AGAM,13.06,Candung,130614,25899,4,0.00015444611761071856,1
JAWA BARAT,32,KAB. BOGOR,32.01,Tenjo,320123,64837,10,0.00015423292255964957,1
JAWA TIMUR,35,KAB. LAMONGAN,35.24,Sarirejo,352427,25935,4,0.0001542317331791016,1
SUMATERA BARAT,13,KAB. SOLOK SELATAN,13.11,Pauh Duo,131106,19456,3,0.0001541940789473684,1
MALUKU,81,KAB. KEPULAUAN ARU,81.07,Aru Utara,810704,6489,1,0.0001541069502234551,1
JAMBI,15,KOTA JAMBI,15.71,Danau Teluk,157106,12980,2,0.00015408320493066256,1
JAWA TENGAH,33,KAB. BREBES,33.29,Kersana,332911,64928,10,0.0001540167570231641,1
KEPULAUAN BANGKA BELITUNG,19,KAB. BELITUNG TIMUR,19.06,Damar,190605,12986,2,0.00015401201293700908,1
SULAWESI SELATAN,73,KAB. BULUKUMBA,73.02,Kindang,730208,32492,5,0.00015388403299273668,1
LAMPUNG,18,KAB. TULANG BAWANG BARAT,18.12,Pagar Dewa,181208,6500,1,0.00015384615384615385,1
JAWA BARAT,32,KAB. KARAWANG,32.15,Pakisjaya,321512,39049,6,0.0001536531025122282,1
JAWA TIMUR,35,KAB. BOJONEGORO,35.22,Trucuk,352223,39068,6,0.000153578376164636,1
JAWA TENGAH,33,KAB. CILACAP,33.01,Cimanggu,330113,104212,16,0.00015353318235903734,1
DAERAH ISTIMEWA YOGYAKARTA,34,KAB. KULON PROGO,34.01,Panjatan,340103,39098,6,0.00015346053506573227,1
SULAWESI UTARA,71,KAB. MINAHASA TENGGARA,71.07,Silian Raya,710708,6521,1,0.00015335071308081582,1
SUMATERA UTARA,12,KOTA PEMATANGSIANTAR,12.72,Siantar Marimbun,127208,19575,3,0.0001532567049808429,1
JAWA TIMUR,35,KAB. BANYUWANGI,35.10,Kalibaru,351011,65292,10,0.00015315812044354592,1
JAWA BARAT,32,KAB. BANDUNG,32.04,Pangalengan,320415,156796,24,0.0001530651292124799,1
NUSA TENGGARA BARAT,52,KAB. BIMA,52.06,Wawo,520605,19612,3,0.00015296757087497452,0
NUSA TENGGARA TIMUR,53,KAB. SIKKA,53.07,Koting,530716,6538,1,0.00015295197308045274,1
BALI,51,KAB. GIANYAR,51.04,Tegallalang,510406,52365,8,0.00015277379929342117,1
LAMPUNG,18,KAB. PESISIR BARAT,18.13,Pesisir Selatan,181302,26192,4,0.00015271838729383018,1
NUSA TENGGARA BARAT,52,KAB. SUMBAWA BARAT,52.07,Seteluk,520703,19651,3,0.0001526639865655692,1
BENGKULU,17,KAB. MUKO MUKO,17.06,XIV Koto,170611,13115,2,0.0001524971406786123,1
JAWA TENGAH,33,KAB. PEKALONGAN,33.26,Sragi,332610,65585,10,0.00015247388884653503,1
